Name der Größe,Max. Remotespeicherdatenträger (Menge),Maximale Bandbreite (Mbps),Lokale SSD (Menge),Max. temporäre Speicherdatenträger (Menge),Spitzenfrequenz für alle Kerne (GHz),SSD Premium-Burst1-IOPS ohne Zwischenspeicherung,Nicht zwischengespeicherter Storage Burst1Speed (MBps),Basis-CPU-Leistung der VM (%)1,SSD Premium-Burstdurchsatz (MB/s)1ohne Zwischenspeicherung,SSD Premium-Datenträger-IOPS ohne Zwischenspeicherung,ReadWrite-Geschwindigkeit (MBit/s) des temporären Datenträgers,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Zwischenspeicherung,Temporärer Speicher (SSD): GiB,Nicht zwischengespeicherte Speicher-IOPS,Größe der lokalen SSD (GB),Maximaler temporärer Speicherdurchsatz: IOPS/MB/s,Maximalernicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Disk Ultra- und SSD Premium v2-IOPS ohne Burstzwischenspeicherung1,Arbeitsspeicher (GiB),Disk Ultra- und SSD Premium v2-Durchsatz ohne Zwischenspeicherung (MB/s),NVMe-Datenträgergröße (TiB),vCPU,Basis-CPU-Frequenz (GHz),Größe des Betriebssystemdatenträgers (GB),Burstdatenträgerdurchsatz ohne Cache: IOPS/MBit/s1,Maximaler Burstdurchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,RDMA-Leistung (GB/s),NVMe-Datenträgergröße (TB),Arbeitsspeicher (GB),Anfängliches Guthaben (Menge),Maximale Netzwerkbandbreite (MB/s),Maximaler Durchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Nicht zwischengespeicherter Storage Burst1IOPS,Nicht zwischengespeicherte Datenträgergeschwindigkeit (MBit/s),Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Burstzwischenspeicherung1,Max. Netzwerkbandbreite (MBit/s),Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,NVMe-Datenträgerdurchsatz (MB/s),Burstdurchsatz für Cache- und temporären Speicher: IOPS/MBit/s1,Temporäre Datenträgergröße (GiB),Maximaler temporärer Speicherdurchsatz: IOPS/MBit/s*,Maximaler SSD Premium-Durchsatz ohne Cache: IOPS/MBit/s,NVMe-Datenträger-IOPS,Nicht zwischengespeicherte Datenträger-IOPS,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MB/s,Nicht zwischengespeicherte Speichergeschwindigkeit (MBps),Netzwerkbandbreite,ReadOnly-IOPS des temporären Datenträgers,Nicht zwischengespeicherter Special2Storage IOPS,Temp ReadOnly Storage Speed (MBps),Max. Anzahl Datenträger,vCPUs (Anzahl),Maximaler Burst-Datenträgerdurchsatz ohne Cache: IOPS/MBit/s,Random Read1-Durchsatz (MB/s) des temporären Datenträgers,ReadOnly-Geschwindigkeit (MBit/s) des temporären Datenträgers,Maximaler temporärer Speicherdurchsatz: IOPS/MB/s*,Nicht zwischengespeicherter Special2Storage-Geschwindigkeit (MBps),Temp ReadWrite Storage Speed (MBps),Erwartete ausgehende Netzwerkbandbreite (MBit/s),Arbeitsspeicher der Beschleuniger (GB),Random Read-Durchsatz (MB/s)1des temporären Datenträgers,Größe des temporären Datenträgers (GB),vCPUs (Menge),Max Temp Storage (Menge),Max. Remotespeicher (Menge),Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBit/s,Maximaler nicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Max. gebildetes Guthaben (Menge),Nicht zwischengespeicherter Burst1Special2Storage IOPS,Maximalernicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Speicherbandbreite (GB/s),SSD Premium-Burst-IOPS1ohne Zwischenspeicherung,Maximale Anzahl NICs,Maximaler Durchsatz (temporärer Speicher): IOPS/MBit/s,Memory: GiB,Max. NICs (Anzahl),Beschleuniger (Anzahl),Arbeitsspeicherbandbreite (GB/s),Maximaler Durchsatz des temporären Datenträgers in IOPS/MBit/s,Disk Ultra- und SSD Premium v2-IOPS ohne Zwischenspeicherung,Temp ReadWrite Storage IOPS,Random Write1-Durchsatz (MB/s) des temporären Datenträgers,SSD Premium-Burst1-Durchsatz ohne Zwischenspeicherung (MB/s),Max. Bandbreite (MBit/s),Random Write (RW) des temporären Datenträgers1– IOPS,Maximaler Burst nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,RAM (GiB),Temp ReadOnly Storage IOPS,Temporäre Speichergröße (GiB),ReadWrite-IOPS des temporären Datenträgers,EPC-Arbeitsspeicher (GiB),SSD Premium-Burst1Durchsatz ohne Zwischenspeicherung (MB/s),Spitzenfrequenz für Einzelkern (GHz),SSD Premium-Durchsatz (MB/s) ohne Zwischenspeicherung,Kerne (Anzahl),Random Read (RR) des temporären Datenträgers1– IOPS,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBit/s,Guthabenbildung/Stunde (Menge),EPC-Speicher (MiB),Nicht zwischengespeicherte Burst1Special Storage-Geschwindigkeit (MBps),SSD Premium-Durchsatz ohne Zwischenspeicherung (MB/s),Maximale Netzwerkbandbreite (MBit/s),Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBps,Max. NVMe-Datenträger (Anzahl)
Standard_D64ds_v5,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,30.000,,,,,,,,,2400,,,,,,,,,,,,64,,4000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,300000,,,,,1735,,,
Standard_D96ds_v5,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,384,,35000,,,,,,,,,3600,,,,,,,,,,,,96,,4000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,4000,,,,,,,,,,,,,450.000,,,,,2600,,,
Standard_D2as_v5,4,,,,,10000,,,,3750,,,,,,,,,,,,,,,,,,,8,,12500,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,600,,,,,,,,,,,,,,,,,,82,,,
Standard_D4as_v5,8,,,,,20000,,,,6400,,,,,,,,,,,,,,,,,,,16,,12500,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,600,,,,,,,,,,,,,,,,,,144,,,
Standard_D8as_v5,16,,,,,20000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,600,,,,,,,,,,,,,,,,,,200,,,
Standard_D16as_v5,32,,,,,40.000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,800,,,,,,,,,,,,,,,,,,384,,,
Standard_D32as_v5,32,,,,,80.000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1600,,,,,,,,,,,,,,,,,,768,,,
Standard_D48as_v5,32,,,,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,1152,,,
Standard_D64as_v5,32,,,,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,32000,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,1200,,,
Standard_D96as_v5,32,,,,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,384,,40.000,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,1600,,,
Standard_D2ads_v5,4,,,1,,10000,,,,3750,,,,,,,,,,,,,,,,,,,8,,12500,,,,,,,,,75,,,,,,,,,,,,2,,125,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,600,,,,,,,,,,,,,9000,,,,,82,,,
Standard_D4ads_v5,8,,,1,,20000,,,,6400,,,,,,,,,,,,,,,,,,,16,,12500,,,,,,,,,150,,,,,,,,,,,,4,,250,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,600,,,,,,,,,,,,,19000,,,,,144,,,
Standard_D8ads_v5,16,,,1,,20000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,300,,,,,,,,,,,,8,,500,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,600,,,,,,,,,,,,,38.000,,,,,200,,,
Standard_D16ads_v5,32,,,1,,40.000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,600,,,,,,,,,,,,16,,1.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,800,,,,,,,,,,,,,75.000,,,,,384,,,
Standard_D32ads_v5,32,,,1,,80.000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,1200,,,,,,,,,,,,32,,2.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1.000,,,,,,,,,,,,,150000,,,,,768,,,
Standard_D48ads_v5,32,,,1,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,1800,,,,,,,,,,,,48,,3000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,225.000,,,,,1152,,,
Standard_D64ads_v5,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,32000,,,,,,,,,2400,,,,,,,,,,,,64,,4000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,300000,,,,,1200,,,
Standard_D96ads_v5,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,384,,40.000,,,,,,,,,3600,,,,,,,,,,,,96,,4000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,450.000,,,,,1600,,,
Standard_D2ps_v5,4,,,,,10000,,,,3750,,,,,,,,,,,,,,,,,,,8,,12500,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,,,,,,85,,,
Standard_D4ps_v5,8,,,,,20000,,,,6400,,,,,,,,,,,,,,,,,,,16,,12500,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,,,,,,145,,,
Standard_D8ps_v5,16,,,,,20000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1200,,,,,,,,,,,,,,,,,,290,,,
Standard_D16ps_v5,32,,,,,40.000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1200,,,,,,,,,,,,,,,,,,600,,,
Standard_D32ps_v5,32,,,,,80.000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,865,,,
Standard_D48ps_v5,32,,,,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,,,,,,1315,,,
Standard_D64ps_v5,32,,,,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,208,,40.000,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,,,,,,1735,,,
Standard_D2pds_v5,4,,,1,,10000,,,,3750,,,,,,,,,,,,,,,,,,,8,,12500,,,,,,,,,75,,,,,,,,,,,,2,,125,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,9.375,,,,,85,,,
Standard_D4pds_v5,8,,,1,,20000,,,,6400,,,,,,,,,,,,,,,,,,,16,,12500,,,,,,,,,150,,,,,,,,,,,,4,,250,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,19000,,,,,145,,,
Standard_D8pds_v5,16,,,1,,20000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,300,,,,,,,,,,,,8,,500,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1200,,,,,,,,,,,,,38.000,,,,,290,,,
Standard_D16pds_v5,32,,,1,,40.000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,600,,,,,,,,,,,,16,,1.000,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1200,,,,,,,,,,,,,75.000,,,,,600,,,
Standard_D32pds_v5,32,,,1,,80.000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,1200,,,,,,,,,,,,32,,2.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,150000,,,,,865,,,
Standard_D48pds_v5,32,,,1,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,1800,,,,,,,,,,,,48,,3000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,225.000,,,,,1315,,,
Standard_D64pds_v5,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,208,,40.000,,,,,,,,,2400,,,,,,,,,,,,64,,4000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,300000,,,,,1735,,,
Standard_D2pls_v5,4,,,,,10000,,,,3750,,,,,,,,,,,,,,,,,,,4,,12500,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,,,,,,85,,,
Standard_D4pls_v5,8,,,,,20000,,,,6400,,,,,,,,,,,,,,,,,,,8,,12500,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1200,,,,,,,,,,,,,,,,,,145,,,
Standard_D8pls_v5,16,,,,,20000,,,,12800,,,,,,,,,,,,,,,,,,,16,,12500,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1200,,,,,,,,,,,,,,,,,,290,,,
Standard_D16pls_v5,32,,,,,40.000,,,,25600,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,1200,,,,,,,,,,,,,,,,,,600,,,
Standard_D32pls_v5,32,,,,,80.000,,,,51.200,,,,,,,,,,,,,,,,,,,64,,16000,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,865,,,
Standard_D48pls_v5,32,,,,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,96,,24.000,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,,,,,,1315,,,
Standard_D64pls_v5,32,,,,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,128,,40.000,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,3000,,,,,,,,,,,,,,,,,,1735,,,
Standard_D2plds_v5,4,,,1,,10000,,,,3750,,,,,,,,,,,,,,,,,,,4,,12500,,,,,,,,,75,,,,,,,,,,,,2,,125,,,,,,,,,,,,,,,,,,,,,,2,,,,,,85,1200,,3750,,,,,,,,,,,9.375,,,,,85,,,
Standard_D4plds_v5,8,,,1,,20000,,,,6400,,,,,,,,,,,,,,,,,,,8,,12500,,,,,,,,,150,,,,,,,,,,,,4,,250,,,,,,,,,,,,,,,,,,,,,,2,,,,,,145,1200,,6400,,,,,,,,,,,19000,,,,,145,,,
Standard_D8plds_v5,16,,,1,,20000,,,,12800,,,,,,,,,,,,,,,,,,,16,,12500,,,,,,,,,300,,,,,,,,,,,,8,,500,,,,,,,,,,,,,,,,,,,,,,4,,,,,,290,1200,,12800,,,,,,,,,,,38.000,,,,,290,,,
Standard_D16plds_v5,32,,,1,,40.000,,,,25600,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,600,,,,,,,,,,,,16,,1.000,,,,,,,,,,,,,,,,,,,,,,4,,,,,,600,1200,,25600,,,,,,,,,,,75.000,,,,,600,,,
Standard_D32plds_v5,32,,,1,,80.000,,,,51.200,,,,,,,,,,,,,,,,,,,64,,16000,,,,,,,,,1200,,,,,,,,,,,,32,,2.000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,865,2.000,,51.200,,,,,,,,,,,150000,,,,,865,,,
Standard_D48plds_v5,32,,,1,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,96,,24.000,,,,,,,,,1800,,,,,,,,,,,,48,,3000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,1315,3000,,76800,,,,,,,,,,,225.000,,,,,1315,,,
Standard_D64plds_v5,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,128,,40.000,,,,,,,,,2400,,,,,,,,,,,,64,,4000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,1735,3000,,80.000,,,,,,,,,,,300000,,,,,1735,,,
Standard_D2ls_v5,,,,,,,1200,,,,,,,3750,,,,,,,,,,,,,,,4,,,,10000,,,,,,,,,,,,,85,,,,,,2,,,,,,,,,,,,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,
Standard_D4ls_v5,,,,,,,1200,,,,,,,6400,,,,,,,,,,,,,,,8,,,,20000,,,,,,,,,,,,,145,,,,,,4,,,,,,,,,,,,,8,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,
Standard_D8ls_v5,,,,,,,1200,,,,,,,12800,,,,,,,,,,,,,,,16,,,,20000,,,,,,,,,,,,,290,,,,,,8,,,,,,,,,,,,,16,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,
Standard_D16ls_v5,,,,,,,1200,,,,,,,25600,,,,,,,,,,,,,,,32,,,,40.000,,,,,,,,,,,,,600,,,,,,16,,,,,,,,,,,,,32,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,
Standard_D32ls_v5,,,,,,,2.000,,,,,,,51.200,,,,,,,,,,,,,,,64,,,,80.000,,,,,,,,,,,,,865,,,,,,32,,,,,,,,,,,,,32,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,
Standard_D48ls_v5,,,,,,,3000,,,,,,,76800,,,,,,,,,,,,,,,96,,,,80.000,,,,,,,,,,,,,1315,,,,,,48,,,,,,,,,,,,,32,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,
Standard_D64ls_v5,,,,,,,3000,,,,,,,80.000,,,,,,,,,,,,,,,128,,,,80.000,,,,,,,,,,,,,1735,,,,,,64,,,,,,,,,,,,,32,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,
Standard_D96ls_v5,,,,,,,4000,,,,,,,80.000,,,,,,,,,,,,,,,192,,,,80.000,,,,,,,,,,,,,2600,,,,,,96,,,,,,,,,,,,,32,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,35000,,
Standard_D2lds_v5,,,,,,,1200,,,,,,,3750,,,,,,,,,,,,,,,4,,,,10000,,,,,,,,,,,,,85,,,,,,2,,,,,,125,,,,,,1,4,,,,,,,,,,,2,,,,,9000,,,,,,,,75,,,,,,,,,,,,,12500,,
Standard_D4lds_v5,,,,,,,1200,,,,,,,6400,,,,,,,,,,,,,,,8,,,,20000,,,,,,,,,,,,,145,,,,,,4,,,,,,250,,,,,,1,8,,,,,,,,,,,2,,,,,19000,,,,,,,,150,,,,,,,,,,,,,12500,,
Standard_D8lds_v5,,,,,,,1200,,,,,,,12800,,,,,,,,,,,,,,,16,,,,20000,,,,,,,,,,,,,290,,,,,,8,,,,,,500,,,,,,1,16,,,,,,,,,,,4,,,,,38.000,,,,,,,,300,,,,,,,,,,,,,12500,,
Standard_D16lds_v5,,,,,,,1200,,,,,,,25600,,,,,,,,,,,,,,,32,,,,40.000,,,,,,,,,,,,,600,,,,,,16,,,,,,1.000,,,,,,1,32,,,,,,,,,,,8,,,,,75.000,,,,,,,,600,,,,,,,,,,,,,12500,,
Standard_D32lds_v5,,,,,,,2.000,,,,,,,51.200,,,,,,,,,,,,,,,64,,,,80.000,,,,,,,,,,,,,865,,,,,,32,,,,,,2.000,,,,,,1,32,,,,,,,,,,,8,,,,,150000,,,,,,,,1200,,,,,,,,,,,,,16000,,
Standard_D48lds_v5,,,,,,,3000,,,,,,,76800,,,,,,,,,,,,,,,96,,,,80.000,,,,,,,,,,,,,1315,,,,,,48,,,,,,3000,,,,,,1,32,,,,,,,,,,,8,,,,,225.000,,,,,,,,1800,,,,,,,,,,,,,24.000,,
Standard_D64lds_v5,,,,,,,3000,,,,,,,80.000,,,,,,,,,,,,,,,128,,,,80.000,,,,,,,,,,,,,1735,,,,,,64,,,,,,4000,,,,,,1,32,,,,,,,,,,,8,,,,,300000,,,,,,,,2400,,,,,,,,,,,,,30.000,,
Standard_D96lds_v5,,,,,,,4000,,,,,,,80.000,,,,,,,,,,,,,,,192,,,,80.000,,,,,,,,,,,,,2600,,,,,,96,,,,,,4000,,,,,,1,32,,,,,,,,,,,8,,,,,450.000,,,,,,,,3600,,,,,,,,,,,,,35000,,
Standard_D2_v4,4,,,,,4000,,,,3200,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,,48,5.000,,
Standard_D4_v4,8,,,,,8000,,,,6400,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,,96,10000,,
Standard_D8_v4,16,,,,,16000,,,,12800,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,400,,,,,,,,,,,,,,,,,,192,12500,,
Standard_D16_v4,32,,,,,32000,,,,25600,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,800,,,,,,,,,,,,,,,,,,384,12500,,
Standard_D32_v4,32,,,,,64000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1600,,,,,,,,,,,,,,,,,,768,16000,,
Standard_D48_v4,32,,,,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,1152,24.000,,
Standard_D64_v4,32,,,,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,1200,30.000,,
Standard_D2s_v4,4,,,,,4000,,,,3200,,,,,,,,,,,,,,,,,,,8,,5.000,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,,48,,,
Standard_D4s_v4,8,,,,,8000,,,,6400,,,,,,,,,,,,,,,,,,,16,,10000,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,200,,,,,,,,,,,,,,,,,,96,,,
Standard_D8s_v4,16,,,,,16000,,,,12800,,,,,,,,,,,,,,,,,,,32,,12500,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,400,,,,,,,,,,,,,,,,,,192,,,
Standard_D16s_v4,32,,,,,32000,,,,25600,,,,,,,,,,,,,,,,,,,64,,12500,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,800,,,,,,,,,,,,,,,,,,384,,,
Standard_D32s_v4,32,,,,,64000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,16000,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1600,,,,,,,,,,,,,,,,,,768,,,
Standard_D48s_v4,32,,,,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,24.000,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,1152,,,
Standard_D64s_v4,32,,,,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,30.000,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,2.000,,,,,,,,,,,,,,,,,,1200,,,
Standard_D2a_v41,4,,,1,,4000,,,,3200,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,50,,,,,,,,,,,,2,,46,,,,,,,,,,,,,,,,,,,,,,2,,,,,,23,200,,,,,,,,,,,,,3000,,,,,48,2000,,
Standard_D4a_v4,8,,,1,,8000,,,,6400,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,100,,,,,,,,,,,,4,,93,,,,,,,,,,,,,,,,,,,,,,2,,,,,,46,200,,,,,,,,,,,,,6000,,,,,96,4000,,
Standard_D8a_v4,16,,,1,,16000,,,,12800,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,200,,,,,,,,,,,,8,,187,,,,,,,,,,,,,,,,,,,,,,4,,,,,,93,400,,,,,,,,,,,,,12000,,,,,192,8.000,,
Standard_D16a_v4,32,,,1,,32000,,,,25600,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,400,,,,,,,,,,,,16,,375,,,,,,,,,,,,,,,,,,,,,,8,,,,,,187,800,,,,,,,,,,,,,24.000,,,,,384,10000,,
Standard_D32a_v4,32,,,1,,64000,,,,51.200,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,800,,,,,,,,,,,,32,,750,,,,,,,,,,,,,,,,,,,,,,8,,,,,,375,1600,,,,,,,,,,,,,48000,,,,,768,16000,,
Standard_D48a_v4,32,,,1,,80.000,,,,76800,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,1200,,,,,,,,,,,,48,,1000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,500,2.000,,,,,,,,,,,,,96000,,,,,1148,24.000,,
Standard_D64a_v4,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,1600,,,,,,,,,,,,64,,1000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,500,2.000,,,,,,,,,,,,,96000,,,,,1200,32000,,
Standard_D96a_v4,32,,,1,,80.000,,,,80.000,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,2400,,,,,,,,,,,,96,,1000,,,,,,,,,,,,,,,,,,,,,,8,,,,,,500,2.000,,,,,,,,,,,,,96000,,,,,1200,40.000,,
