Name der Größe,vCPUs (Anzahl),Random Write (RW) des temporären Datenträgers1– IOPS,Maximaler temporärer Speicherdurchsatz: IOPS/MB/s*,Disk Ultra- und SSD Premium v2-Durchsatz ohne Zwischenspeicherung (MB/s),Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Maximaler nicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Maximale Netzwerkbandbreite (MBit/s),SSD Premium-Durchsatz (MB/s) ohne Zwischenspeicherung,Arbeitsspeicherbandbreite (GB/s),Max. Bandbreite (MBit/s),Random Read1-Durchsatz (MB/s) des temporären Datenträgers,Temporäre Datenträgergröße (GiB),SSD Premium-Durchsatz ohne Zwischenspeicherung (MB/s),Lokale SSD (Menge),vCPUs (Menge),RDMA-Leistung (GB/s),Spitzenfrequenz für alle Kerne (GHz),Maximaler temporärer Speicherdurchsatz: IOPS/MB/s,Random Read-Durchsatz (MB/s)1des temporären Datenträgers,Burstdatenträgerdurchsatz ohne Cache: IOPS/MBit/s1,Größe des Betriebssystemdatenträgers (GB),Größe des temporären Datenträgers (GB),EPC-Arbeitsspeicher (GiB),Netzwerkbandbreite,Anfängliches Guthaben (Menge),Maximaler temporärer Speicherdurchsatz: IOPS/MBit/s*,SSD Premium-Burst1-IOPS ohne Zwischenspeicherung,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Burstzwischenspeicherung1,Max. NICs (Anzahl),Maximaler Burst nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Arbeitsspeicher der Beschleuniger (GB),Disk Ultra- und SSD Premium v2-IOPS ohne Zwischenspeicherung,vCPU,Disk Ultra- und SSD Premium v2-IOPS ohne Burstzwischenspeicherung1,SSD Premium-Burstdurchsatz (MB/s)1ohne Zwischenspeicherung,Basis-CPU-Frequenz (GHz),Größe der lokalen SSD (GB),Maximaler Durchsatz (temporärer Speicher): IOPS/MBit/s,Temp ReadOnly Storage IOPS,Maximaler Burstdurchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Erwartete ausgehende Netzwerkbandbreite (MBit/s),NVMe-Datenträgergröße (TiB),Memory: GiB,NVMe-Datenträger-IOPS,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Zwischenspeicherung,Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBit/s,Kerne (Anzahl),Spitzenfrequenz für Einzelkern (GHz),Max. Remotespeicher (Menge),Max. Netzwerkbandbreite (MBit/s),ReadOnly-IOPS des temporären Datenträgers,Maximaler Durchsatz des temporären Datenträgers in IOPS/MBit/s,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MB/s,SSD Premium-Burst-IOPS1ohne Zwischenspeicherung,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBps,Basis-CPU-Leistung der VM (%)1,Nicht zwischengespeicherter Special2Storage IOPS,Arbeitsspeicher (GiB),Nicht zwischengespeicherter Burst1Special2Storage IOPS,EPC-Speicher (MiB),Maximaler Burst-Datenträgerdurchsatz ohne Cache: IOPS/MBit/s,ReadWrite-IOPS des temporären Datenträgers,Beschleuniger (Anzahl),NVMe-Datenträgerdurchsatz (MB/s),Temp ReadOnly Storage Speed (MBps),Speicherbandbreite (GB/s),Maximale Netzwerkbandbreite (MB/s),Nicht zwischengespeicherte Burst1Special Storage-Geschwindigkeit (MBps),Temporäre Speichergröße (GiB),Random Write1-Durchsatz (MB/s) des temporären Datenträgers,Nicht zwischengespeicherter Storage Burst1IOPS,RAM (GiB),Burstdurchsatz für Cache- und temporären Speicher: IOPS/MBit/s1,Nicht zwischengespeicherte Datenträger-IOPS,ReadOnly-Geschwindigkeit (MBit/s) des temporären Datenträgers,Nicht zwischengespeicherte Speichergeschwindigkeit (MBps),Maximalernicht zwischengespeicherterSSD Premium-Durchsatz: IOPS/MBit/s,Maximalernicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Nicht zwischengespeicherter Storage Burst1Speed (MBps),Max. gebildetes Guthaben (Menge),Max. NVMe-Datenträger (Anzahl),ReadWrite-Geschwindigkeit (MBit/s) des temporären Datenträgers,Max. Remotespeicherdatenträger (Menge),NVMe-Datenträgergröße (TB),SSD Premium-Datenträger-IOPS ohne Zwischenspeicherung,Max. Anzahl Datenträger,Maximaler Durchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Maximale Anzahl NICs,SSD Premium-Burst1Durchsatz ohne Zwischenspeicherung (MB/s),Max Temp Storage (Menge),Max. temporäre Speicherdatenträger (Menge),Nicht zwischengespeicherte Speicher-IOPS,Guthabenbildung/Stunde (Menge),Random Read (RR) des temporären Datenträgers1– IOPS,Maximaler SSD Premium-Durchsatz ohne Cache: IOPS/MBit/s,Temp ReadWrite Storage Speed (MBps),Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBit/s,Temporärer Speicher (SSD): GiB,Maximale Bandbreite (Mbps),Nicht zwischengespeicherter Special2Storage-Geschwindigkeit (MBps),SSD Premium-Burst1-Durchsatz ohne Zwischenspeicherung (MB/s),Nicht zwischengespeicherte Datenträgergeschwindigkeit (MBit/s),Arbeitsspeicher (GB),Temp ReadWrite Storage IOPS
Standard_E96ds_v5,96,,,,,,,,,,4000,3600,2600,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,,,,,,,,,,,,,,,,32,,80.000,,,,,,1,,,450.000,,,,,,,4000,,672,
Standard_E104ids_v5,104,,,,,,,,,,4000,3800,4000,,,,,,,,,,,,,,120000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.000,,,,,,,,,,,,,,,,64,,120000,,,,,,1,,,450.000,,,,,,,4000,,672,
Standard_E2as_v5,2,,,,,,12500,82,,,,,,,,,,,,,,,,,,,,,2,,,,,,600,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3750,,,,,,,,,,,,,,,,,,16,
Standard_E4as_v5,4,,,,,,12500,144,,,,,,,,,,,,,,,,,,,,,2,,,,,,600,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,6400,,,,,,,,,,,,,,,,,,32,
Standard_E8as_v5,8,,,,,,12500,200,,,,,,,,,,,,,,,,,,,,,4,,,,,,600,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,12800,,,,,,,,,,,,,,,,,,64,
Standard_E16as_v5,16,,,,,,12500,384,,,,,,,,,,,,,,,,,,,,,8,,,,,,800,,,,,,,,,,,,,,,,,,,40.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,25600,,,,,,,,,,,,,,,,,,128,
Standard_E20as_v5,20,,,,,,12500,480,,,,,,,,,,,,,,,,,,,,,8,,,,,,1.000,,,,,,,,,,,,,,,,,,,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,32000,,,,,,,,,,,,,,,,,,160,
Standard_E32as_v5,32,,,,,,16000,768,,,,,,,,,,,,,,,,,,,,,8,,,,,,1600,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,51.200,,,,,,,,,,,,,,,,,,256,
Standard_E48as_v5,48,,,,,,24.000,1152,,,,,,,,,,,,,,,,,,,,,8,,,,,,2.000,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,76800,,,,,,,,,,,,,,,,,,384,
Standard_E64as_v5,64,,,,,,32000,1200,,,,,,,,,,,,,,,,,,,,,8,,,,,,2.000,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,80.000,,,,,,,,,,,,,,,,,,512,
Standard_E96as_v5,96,,,,,,40.000,1600,,,,,,,,,,,,,,,,,,,,,8,,,,,,2.000,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,80.000,,,,,,,,,,,,,,,,,,672,
Standard_E112ias_v5,112,,,,,,50000,2.000,,,,,,,,,,,,,,,,,,,,,8,,,,,,2.000,,,,,,,,,,,,,,,,,,,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,120000,,,,,,,,,,,,,,,,,,672,
Standard_E2ads_v5,2,,,,,,,,,,125,75,82,,,,,,,,,,,,,,10000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,4,,3750,,,,,,1,,,9000,,,,,,,600,,16,
Standard_E4ads_v5,4,,,,,,,,,,250,150,144,,,,,,,,,,,,,,20000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,8,,6400,,,,,,1,,,19000,,,,,,,600,,32,
Standard_E8ads_v5,8,,,,,,,,,,500,300,200,,,,,,,,,,,,,,20000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,12800,,,,,,1,,,38.000,,,,,,,600,,64,
Standard_E16ads_v5,16,,,,,,,,,,1.000,600,384,,,,,,,,,,,,,,40.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,25600,,,,,,1,,,75.000,,,,,,,800,,128,
Standard_E20ads_v5,20,,,,,,,,,,1250,750,480,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,32000,,,,,,1,,,94.000,,,,,,,1.000,,160,
Standard_E32ads_v5,32,,,,,,,,,,2.000,1200,768,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,51.200,,,,,,1,,,150000,,,,,,,1600,,256,
Standard_E48ads_v5,48,,,,,,,,,,3000,1800,1152,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,,,,,,,,,,,,,,,32,,76800,,,,,,1,,,225.000,,,,,,,2.000,,384,
Standard_E64ads_v5,64,,,,,,,,,,4000,2400,1200,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,,,,,,,,,,,,,,,,32,,80.000,,,,,,1,,,300000,,,,,,,2.000,,512,
Standard_E96ads_v5,96,,,,,,,,,,4000,3600,1600,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.000,,,,,,,,,,,,,,,,32,,80.000,,,,,,1,,,450.000,,,,,,,2.000,,672,
Standard_E112iads_v5,112,,,,,,,,,,4000,3800,2.000,,,,,,,,,,,,,,120000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,64,,120000,,,,,,1,,,450.000,,,,,,,2.000,,672,
Standard_E2ps_v5,2,,,,,,,,,,,,85,,,,,,,,,,,,,,10000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,4,,3750,,,,,,,,,,,,,,,,1200,,16,
Standard_E4ps_v5,4,,,,,,,,,,,,145,,,,,,,,,,,,,,10000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,8,,6400,,,,,,,,,,,,,,,,1200,,32,
Standard_E8ps_v5,8,,,,,,,,,,,,290,,,,,,,,,,,,,,20000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,12800,,,,,,,,,,,,,,,,1200,,64,
Standard_E16ps_v5,16,,,,,,,,,,,,600,,,,,,,,,,,,,,40.000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,25600,,,,,,,,,,,,,,,,1200,,128,
Standard_E20ps_v5,20,,,,,,,,,,,,750,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,32000,,,,,,,,,,,,,,,,1600,,160,
Standard_E32ps_v5,32,,,,,,,,,,,,865,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,51.200,,,,,,,,,,,,,,,,2.000,,208,
Standard_E2pds_v5,2,,,,,,,,,,125,75,85,,,,,,,,,,,,,,10000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,4,,3750,,,,,,1,,,9.375,,,,,,,1200,,16,
Standard_E4pds_v5,4,,,,,,,,,,250,150,145,,,,,,,,,,,,,,20000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,8,,6400,,,,,,1,,,19000,,,,,,,1200,,32,
Standard_E8pds_v5,8,,,,,,,,,,500,300,290,,,,,,,,,,,,,,20000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,12800,,,,,,1,,,38.000,,,,,,,1200,,64,
Standard_E16pds_v5,16,,,,,,,,,,1.000,600,600,,,,,,,,,,,,,,40.000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,25600,,,,,,1,,,75.000,,,,,,,1200,,128,
Standard_E20pds_v5,20,,,,,,,,,,1250,750,750,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,32000,,,,,,1,,,95.000,,,,,,,1600,,160,
Standard_E32pds_v5,32,,,,,,,,,,2.000,1200,865,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,51.200,,,,,,1,,,150000,,,,,,,2.000,,208,
Standard_E2d_v4,2,,,,,,,,,,125,75,48,,,,,,,,,,,,,,4000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.000,,,,,,,,,,,,,,,,4,,3200,,,,,,1,,,9000,,,,,,,200,,16,
Standard_E4d_v4,4,,,,,,,,,,250,150,96,,,,,,,,,,,,,,8000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,8,,6400,,,,,,1,,,19000,,,,,,,200,,32,
Standard_E8d_v4,8,,,,,,,,,,500,300,192,,,,,,,,,,,,,,16000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,12800,,,,,,1,,,38.000,,,,,,,400,,64,
Standard_E16d_v4,16,,,,,,,,,,1.000,600,384,,,,,,,,,,,,,,32000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,25600,,,,,,1,,,75.000,,,,,,,800,,128,
Standard_E20d_v4,20,,,,,,,,,,1250,750,480,,,,,,,,,,,,,,40.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,32000,,,,,,1,,,94.000,,,,,,,1.000,,160,
Standard_E32d_v4,32,,,,,,,,,,2.000,1200,768,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,51.200,,,,,,1,,,150000,,,,,,,1600,,256,
Standard_E48d_v4,48,,,,,,,,,,3000,1800,1152,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,,,,,,,,,,,,,,,32,,76800,,,,,,1,,,225.000,,,,,,,2.000,,384,
Standard_E64d_v4,64,,,,,,,,,,4000,2400,1200,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,,,,,,,,,,,,,,32,,80.000,,,,,,1,,,300000,,,,,,,2.000,,504,
Standard_E2ds_v4,2,,,,,,,,,,125,75,48,,,,,,,,,,,,,,4000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.000,,,,,,,,,,,,,,,,4,,3200,,,,,,1,,,9000,,,,,,,200,,16,
Standard_E4ds_v4,4,,,,,,,,,,250,150,96,,,,,,,,,,,,,,8000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,8,,6400,,,,,,1,,,19000,,,,,,,200,,32,
Standard_E8ds_v4,8,,,,,,,,,,500,300,192,,,,,,,,,,,,,,16000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,12800,,,,,,1,,,38.000,,,,,,,400,,64,
Standard_E16ds_v4,16,,,,,,,,,,1.000,600,384,,,,,,,,,,,,,,32000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,25600,,,,,,1,,,75.000,,,,,,,800,,128,
Standard_E20ds_v4,20,,,,,,,,,,1250,750,480,,,,,,,,,,,,,,40.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,32000,,,,,,1,,,94.000,,,,,,,1.000,,160,
Standard_E32ds_v4,32,,,,,,,,,,2.000,1200,768,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,51.200,,,,,,1,,,150000,,,,,,,1600,,256,
Standard_E48ds_v4,48,,,,,,,,,,3000,1800,1152,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,,,,,,,,,,,,,,,32,,76800,,,,,,1,,,225.000,,,,,,,2.000,,384,
Standard_E64ds_v4,64,,,,,,,,,,4000,2400,1200,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,,,,,,,,,,,,,,32,,80.000,,,,,,1,,,300000,,,,,,,2.000,,504,
Standard_E80ids_v4,80,,,,,,,,,,4000,2400,1500,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,,,,,,,,,,,,,,64,,80.000,,,,,,1,,,375.000,,,,,,,2.000,,504,
Standard_E2a_v4,2,,,,,,,,,,46,16,48,,,,,,,,,,,,,,4000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,23,,,,,,,,,,,,,4,,3200,,,,,,4,,,3000,,,,,,,200,,16,
Standard_E4a_v4,4,,,,,,,,,,93,32,96,,,,,,,,,,,,,,8000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,46,,,,,,,,,,,,,8,,6400,,,,,,8,,,6000,,,,,,,200,,32,
Standard_E8a_v4,8,,,,,,,,,,187,64,192,,,,,,,,,,,,,,16000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.000,,,93,,,,,,,,,,,,,16,,12800,,,,,,16,,,12000,,,,,,,400,,64,
Standard_E16a_v4,16,,,,,,,,,,375,128,384,,,,,,,,,,,,,,32000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,187,,,,,,,,,,,,,32,,25600,,,,,,32,,,24.000,,,,,,,800,,128,
Standard_E20a_v4,20,,,,,,,,,,468,160,480,,,,,,,,,,,,,,40.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,,,234,,,,,,,,,,,,,32,,32000,,,,,,32,,,30.000,,,,,,,1.000,,160,
Standard_E32a_v4,32,,,,,,,,,,750,256,768,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,375,,,,,,,,,,,,,32,,51.200,,,,,,32,,,48000,,,,,,,1600,,256,
Standard_E48a_v4,48,,,,,,,,,,1000,384,1148,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,,500,,,,,,,,,,,,,32,,76800,,,,,,32,,,96000,,,,,,,2.000,,384,
Standard_E64a_v4,64,,,,,,,,,,1000,512,1200,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,,,500,,,,,,,,,,,,,32,,80.000,,,,,,32,,,96000,,,,,,,2.000,,512,
Standard_E96a_v4,96,,,,,,,,,,1000,672,1200,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,,,500,,,,,,,,,,,,,32,,80.000,,,,,,32,,,96000,,,,,,,2.000,,672,
Standard_E2as_v4,2,,,,,,,48,,,,32,,,,,,,32,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,2000,,,50,,,,,,,,,,,,,4,,3200,,,,,,1,,,4000,,,,,,,200,,16,
Standard_E4as_v4,4,,,,,,,96,,,,64,,,,,,,64,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,4000,,,100,,,,,,,,,,,,,8,,6400,,,,,,1,,,8000,,,,,,,200,,32,
Standard_E8as_v4,8,,,,,,,192,,,,128,,,,,,,128,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,8.000,,,200,,,,,,,,,,,,,16,,12800,,,,,,1,,,16000,,,,,,,400,,64,
Standard_E16as_v4,16,,,,,,,384,,,,256,,,,,,,255,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,32000,,,,,,,,,,,,,10000,,,400,,,,,,,,,,,,,32,,25600,,,,,,1,,,32000,,,,,,,800,,128,
Standard_E20as_v4,20,,,,,,,480,,,,320,,,,,,,320,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,40.000,,,,,,,,,,,,,12000,,,500,,,,,,,,,,,,,32,,32000,,,,,,1,,,40.000,,,,,,,1.000,,160,
Standard_E32as_v4,32,,,,,,,768,,,,512,,,,,,,510,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,64000,,,,,,,,,,,,,16000,,,800,,,,,,,,,,,,,32,,51.200,,,,,,1,,,64000,,,,,,,1600,,256,
Standard_E48as_v4,48,,,,,,,1148,,,,768,,,,,,,1020,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,24.000,,,1200,,,,,,,,,,,,,32,,76800,,,,,,1,,,96000,,,,,,,2.000,,384,
Standard_E64as_v4,64,,,,,,,1200,,,,1024,,,,,,,1020,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,32000,,,1600,,,,,,,,,,,,,32,,80.000,,,,,,1,,,128000,,,,,,,2.000,,512,
Standard_E96as_v4,96,,,,,,,1200,,,,1344,,,,,,,1020,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,80.000,,,,,,,,,,,,,32000,,,2400,,,,,,,,,,,,,32,,80.000,,,,,,1,,,192000,,,,,,,2.000,,672,
Standard_E2_v4,2,,,,,,,,,,,,48,,,,,,,,,,,,,,4000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.000,,,,,,,,,,,,,,,,4,,3200,,,,,,,,,,,,,,,,200,,16,
Standard_E4_v4,4,,,,,,,,,,,,96,,,,,,,,,,,,,,8000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,8,,6400,,,,,,,,,,,,,,,,200,,32,
Standard_E8_v4,8,,,,,,,,,,,,192,,,,,,,,,,,,,,16000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,12800,,,,,,,,,,,,,,,,400,,64,
Standard_E16_v4,16,,,,,,,,,,,,384,,,,,,,,,,,,,,32000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,25600,,,,,,,,,,,,,,,,800,,128,
Standard_E20_v4,20,,,,,,,,,,,,480,,,,,,,,,,,,,,40.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,32,,32000,,,,,,,,,,,,,,,,1.000,,160,
Standard_E32_v4,32,,,,,,,,,,,,768,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,51.200,,,,,,,,,,,,,,,,1600,,256,
Standard_E48_v4,48,,,,,,,,,,,,1152,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,,,,,,,,,,,,,,,32,,76800,,,,,,,,,,,,,,,,2.000,,384,
Standard_E64_v4,64,,,,,,,,,,,,1200,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000,,,,,,,,,,,,,,,,32,,80.000,,,,,,,,,,,,,,,,2.000,,504,
Standard_E2s_v4,2,,,,,,,,,,,,48,,,,,,,,,,,,,,4000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.000,,,,,,,,,,,,,,,,4,,3200,,,,,,,,,,,,,,,,200,,16,
Standard_E4s_v4,4,,,,,,,,,,,,96,,,,,,,,,,,,,,8000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,8,,6400,,,,,,,,,,,,,,,,200,,32,
Standard_E8s_v4,8,,,,,,,,,,,,192,,,,,,,,,,,,,,16000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,16,,12800,,,,,,,,,,,,,,,,400,,64,
Standard_E16s_v4,16,,,,,,,,,,,,384,,,,,,,,,,,,,,32000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,32,,25600,,,,,,,,,,,,,,,,800,,128,
Standard_E20s_v4,20,,,,,,,,,,,,480,,,,,,,,,,,,,,40.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,32,,32000,,,,,,,,,,,,,,,,1.000,,160,
Standard_E32s_v4,32,,,,,,,,,,,,768,,,,,,,,,,,,,,64000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,32,,51.200,,,,,,,,,,,,,,,,1600,,256,
Standard_E48s_v4,48,,,,,,,,,,,,1152,,,,,,,,,,,,,,80.000,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.000,,,,,,,,,,,,,,,,32,,76800,,,,,,,,,,,,,,,,2.000,,384,
