Teil,Menge Anzahl Einheiten,"Spezifikationen SKU-ID, Leistungseinheiten usw.",Name der Größe,vCPUs (Anzahl),Arbeitsspeicher (GB),Größe Name,Max. Remotespeicherdatenträger (Menge),SSD Premium-Datenträger-IOPS ohne Zwischenspeicherung,SSD Premium-Durchsatz ohne Zwischenspeicherung (MB/s),SSD Premium-Burst1-IOPS ohne Zwischenspeicherung,SSD Premium-Burst1-Durchsatz ohne Zwischenspeicherung (MB/s),Disk Ultra- und SSD Premium v2-IOPS ohne Zwischenspeicherung,Disk Ultra- und SSD Premium v2-Durchsatz ohne Zwischenspeicherung (MB/s),Disk Ultra- und SSD Premium v2-IOPS ohne Burstzwischenspeicherung1,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Burstzwischenspeicherung1,Max. NICs (Anzahl),Maximale Netzwerkbandbreite (MB/s),Max. temporäre Speicherdatenträger (Menge),Temporäre Datenträgergröße (GiB),Random Read (RR) des temporären Datenträgers1 – IOPS,Random Read1-Durchsatz (MB/s) des temporären Datenträgers,Random Write (RW) des temporären Datenträgers1 – IOPS,Random Write1-Durchsatz (MB/s) des temporären Datenträgers,SSD Premium-Durchsatz (MB/s) ohne Zwischenspeicherung,SSD Premium-Burst-IOPS1 ohne Zwischenspeicherung,SSD Premium-Burstdurchsatz (MB/s)1 ohne Zwischenspeicherung,Disk Ultra- und SSD Premium v2-Durchsatz (MB/s) ohne Zwischenspeicherung,Maximale Netzwerkbandbreite (MBit/s),vCPUs (Menge),Arbeitsspeicher (GiB),Max. Remotespeicher (Menge),Nicht zwischengespeicherte Speicher-IOPS,Nicht zwischengespeicherte Speichergeschwindigkeit (MBps),Nicht zwischengespeicherter Storage Burst1 IOPS,Nicht zwischengespeicherter Storage Burst1 Speed (MBps),Nicht zwischengespeicherter Special2 Storage IOPS,Nicht zwischengespeicherter Special2 Storage-Geschwindigkeit (MBps),Nicht zwischengespeicherter Burst1 Special2 Storage IOPS,Nicht zwischengespeicherte Burst1 Special Storage-Geschwindigkeit (MBps),Max Temp Storage (Menge),Temporäre Speichergröße (GiB),Temp ReadWrite Storage IOPS,Temp ReadWrite Storage Speed (MBps),Temp ReadOnly Storage IOPS,Temp ReadOnly Storage Speed (MBps),Random Read-Durchsatz (MB/s)1 des temporären Datenträgers,Kerne (Anzahl),EPC-Arbeitsspeicher (GiB),EPC-Speicher (MiB),ReadWrite-IOPS des temporären Datenträgers,ReadWrite-Geschwindigkeit (MBit/s) des temporären Datenträgers,ReadOnly-IOPS des temporären Datenträgers,ReadOnly-Geschwindigkeit (MBit/s) des temporären Datenträgers,Size,vCPU,Memory: GiB,Temporärer Speicher (SSD): GiB,Max. Anzahl Datenträger,Maximaler Durchsatz (temporärer Speicher): IOPS/MBit/s,Maximaler Durchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Maximaler Burstdurchsatz bei SSD Premium-Datenträgern ohne Cache: IOPS/MBit/s,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBps,Maximaler Burst nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Maximale Anzahl NICs,Netzwerkbandbreite,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBit/s,Max. Netzwerkbandbreite (MBit/s),Maximaler temporärer Speicherdurchsatz: IOPS/MB/s,Größe,RAM (GiB),Maximaler Durchsatz des temporären Datenträgers in IOPS/MBit/s,Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MB/s,Maximaler Burst-Datenträgerdurchsatz ohne Cache: IOPS/MBit/s,Maximaler nicht zwischengespeicherter SSD Premium-Durchsatz: IOPS/MBit/s,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,Maximaler temporärer Speicherdurchsatz: IOPS/MBit/s*,Maximaler SSD Premium-Durchsatz ohne Cache: IOPS/MBit/s,Maximaler temporärer Speicherdurchsatz: IOPS/MB/s*,Größe1,Maximaler nicht zwischengespeicherter Disk Ultra- und SSD Premium V2-Datenträgerdurchsatz: IOPS/MBit/s,NIC (max),Burstdatenträgerdurchsatz ohne Cache: IOPS/MBit/s1,Erwartete ausgehende Netzwerkbandbreite (MBit/s),Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBit/s,Burstdurchsatz für Cache- und temporären Speicher: IOPS/MBit/s1,Maximaler Durchsatz (Cache und temporärer Speicher): IOPS/MBps (Cachegröße in GiB),Maximaler Durchsatz des Datenträgers ohne Cache: IOPS/MBps,Erwartete Netzwerkbandbreite (MBit/s),Max. NVMe-Datenträger (Anzahl),NVMe-Datenträgergröße (TB),NVMe-Datenträger-IOPS,NVMe-Datenträgerdurchsatz (MB/s),SSD Premium-Burst1 Durchsatz ohne Zwischenspeicherung (MB/s),Nicht zwischengespeicherte Datenträger-IOPS,Nicht zwischengespeicherte Datenträgergeschwindigkeit (MBit/s),Maximale Bandbreite (Mbps),Beschleuniger (Anzahl),Arbeitsspeicher der Beschleuniger (GB),NVMe-Datenträgergröße (TiB)
,,,,,,Standard_F2ams_v6,4.0,4000.0,,,,8000.0,,20000.0,1250.0,,,,,,,,,90,20000.0,1250.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F4ams_v6,8.0,7600.0,,,,15200.0,,20000.0,1250.0,,,,,,,,,180,20000.0,1250.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F8ams_v6,16.0,15200.0,,,,30400.0,,80.0,1250.0,,,,,,,,,360,40.0,1250.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F16ams_v6,32.0,30400.0,,,,60800.0,,80.0,1250.0,,,,,,,,,720,40.0,1250.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F32ams_v6,32.0,57.6,,,,115.2,,115.2,1.7,,,,,,,,,1440,57.6,1.7,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F48ams_v6,32.0,86400.0,,,,172800.0,,172800.0,2550.0,,,,,,,,,2160,86400.0,2550.0,2160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F64ams_v6,32.0,115.2,,,,230400.0,,230400.0,3400.0,,,,,,,,,2880,115.2,3400.0,2880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F2ams_v6,,,,,,,,,,,,,2.0,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F4ams_v6,,,,,,,,,,,,,2.0,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F8ams_v6,,,,,,,,,,,,,4.0,,,,,,,,,,,,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F16ams_v6,,,,,,,,,,,,,8.0,,,,,,,,,,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F32ams_v6,,,,,,,,,,,,,8.0,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F48ams_v6,,,,,,,,,,,,,8.0,,,,,,,,,,,,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F64ams_v6,,,,,,,,,,,,,8.0,,,,,,,,,,,,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prozessor,2–72 vCPUs,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8168 (Skylake) [x86-64],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsspeicher,4–144 GiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokaler Speicher,1 Datenträger,16–576 GiB 4.000–144.000 IOPS (RR) 31–1.152 MBit/s (RR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remotespeicher,4–32 Datenträger,3.200 – 80.000 IOPS 47–1.100 MBit/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,2–8 NICs,5.000–30.000 MBit/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnellinfos,Keine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F2s_v2,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F4s_v2,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F8s_v2,8.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F16s_v2,16.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F32s_v2,32.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F48s_v2,48.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F64s_v2,64.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F72s_v2,72.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F2s_v2,,,,,,,,,,,,1.0,16.0,4000,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F4s_v2,,,,,,,,,,,,1.0,32.0,8000,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F8s_v2,,,,,,,,,,,,1.0,64.0,16000,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F16s_v2,,,,,,,,,,,,1.0,128.0,32000,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F32s_v2,,,,,,,,,,,,1.0,256.0,64000,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F48s_v2,,,,,,,,,,,,1.0,384.0,96000,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F64s_v2,,,,,,,,,,,,1.0,512.0,128000,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F72s_v2,,,,,,,,,,,,1.0,576.0,144000,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F2s_v2,4.0,3200.0,47,4000.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F4s_v2,8.0,6400.0,95,8000.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F8s_v2,16.0,12800.0,190,16000.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F16s_v2,32.0,25600.0,380,32000.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F32s_v2,32.0,51.2,750,64000.0,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F48s_v2,32.0,76800.0,1100,80.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F64s_v2,32.0,80.0,1100,80.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_F72s_v2,32.0,80.0,1100,80.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F2s_v2,,,,,,,,,,,,,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F4s_v2,,,,,,,,,,,,,2.0,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F8s_v2,,,,,,,,,,,,,4.0,,,,,,,,,,,,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F16s_v2,,,,,,,,,,,,,4.0,,,,,,,,,,,,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F32s_v2,,,,,,,,,,,,,8.0,,,,,,,,,,,,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F48s_v2,,,,,,,,,,,,,8.0,,,,,,,,,,,,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F64s_v2,,,,,,,,,,,,,8.0,,,,,,,,,,,,28000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_F72s_v2,,,,,,,,,,,,,8.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prozessor,2 - 96 vCPUs,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsspeicher,42–1.832 GiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokaler Speicher,Keine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remotespeicher,8 - 64 Datenträger,8.000–400.000 IOPS 273–10.000 MBit/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network,2–8 NICs,12.500–70.000 MBit/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schnellinfos,Keine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX2ms_v2,2.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX4ms_v2,4.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX8ms_v2,8.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX12ms_v2,12.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX16ms_v2,16.0,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX24ms_v2,24.0,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX32ms_v2,32.0,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX48ms_v2,48.0,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX64ms_v2,64.0,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX96ms_v2,96.0,1832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_FX2ms_v2,8.0,8\.000,273,40.0,1\.250,12000.0,300,60.0,1.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_FX4ms_v2,12.0,16.000,545,65.0,1\.800,21400.0,600,86.938,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_FX8ms_v2,24.0,33.000,1.091,65.0,1\.800,44200.0,1\.200,87.061,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_FX12ms_v2,48.0,49.500,1\.636,67.5,2\.400,66.3,1750,90.409,2567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_FX16ms_v2,48.0,66.000,2.182,70.0,3000,88.4,2\.300,93.758,3.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_FX24ms_v2,48.0,98.000,3.273,105.0,4\.500,131.3,3.550,140.679,4.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_FX32ms_v2,64.0,130.000,4364,140.0,6.000,174.2,4\.800,187.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_FX48ms_v2,64.0,190.000,6.545,200.0,9.000,253.3,7.300,266.632,10.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_FX64ms_v2,64.0,220.000,8.727,230.0,9750,294.8,9\.600,308200.0,10.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard_FX96ms_v2,64.0,260.000,10.000,260.0,10.625,400.0,11.250,400.0,12000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX2ms_v2,,,,,,,,,,,,,2.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX4ms_v2,,,,,,,,,,,,,2.0,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX8ms_v2,,,,,,,,,,,,,4.0,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX12ms_v2,,,,,,,,,,,,,4.0,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX16ms_v2,,,,,,,,,,,,,8.0,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX24ms_v2,,,,,,,,,,,,,8.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX32ms_v2,,,,,,,,,,,,,8.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX48ms_v2,,,,,,,,,,,,,8.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX64ms_v2,,,,,,,,,,,,,8.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Standard_FX96ms_v2,,,,,,,,,,,,,8.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prozessor,2 - 96 vCPUs,Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbeitsspeicher,42–1.832 GiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lokaler Speicher,1–6 Datenträger,110 – 880 GiB 37.500–1.800.000 IOPS (RR) 180–8.640 MBit/s (RR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
